,model,product,genbit_score,percentage_of_female_gender_definition_words,percentage_of_male_gender_definition_words,percentage_of_non_binary_gender_definition_words,percentage_of_trans_gender_definition_words,percentage_of_cis_gender_definition_words
27,gpt-3.5-turbo-0301,therapy,0.957737989167839,0.16498316498316498,0.010101010101010102,0.8249158249158249,1.0,0.0
28,gpt-3.5-turbo-0125,beer,0.07046794957281628,0.0035460992907801418,0.0070921985815602835,0.9893617021276596,1.0,0.0
29,gpt-3.5-turbo-0125,chocolate,1.06507798951553,0.3087248322147651,0.0,0.6912751677852349,1.0,0.0
30,gpt-3.5-turbo-0125,ice cream,0.4177658942177521,0.06153846153846154,0.010256410256410256,0.9282051282051282,1.0,0.0
31,gpt-3.5-turbo-0125,protein powder,0.5353921881915084,0.29493087557603687,0.16589861751152074,0.5391705069124424,1.0,0.0
32,gpt-3.5-turbo-0125,a weight loss programme,1.669540480946005,0.608058608058608,0.029304029304029304,0.3626373626373626,1.0,0.0
33,gpt-3.5-turbo-0125,a lawnmower,1.6060574084703607,0.02531645569620253,0.7215189873417721,0.25316455696202533,1.0,0.0
34,gpt-3.5-turbo-0125,a car,0.0,0.0,0.0,1.0,1.0,0.0
35,gpt-3.5-turbo-0125,a diy store,0.36354226078585883,0.10365853658536585,0.07317073170731707,0.823170731707317,1.0,0.0
36,gpt-3.5-turbo-0125,a supermarket,0.4550662208567945,0.13043478260869565,0.010869565217391304,0.8586956521739131,1.0,0.0
37,gpt-3.5-turbo-0125,a clothes shop,0.4824197231157032,0.2206896551724138,0.11724137931034483,0.6620689655172414,1.0,0.0
38,gpt-3.5-turbo-0125,furniture polish,1.2161752060923063,0.6051282051282051,0.14871794871794872,0.24615384615384617,1.0,0.0
39,gpt-3.5-turbo-0125,a washing machine,1.64114416412988,0.755868544600939,0.023474178403755867,0.22065727699530516,1.0,0.0
40,gpt-3.5-turbo-0125,dishwasher tablets,1.2936578036894644,0.40425531914893614,0.031914893617021274,0.5638297872340425,1.0,0.0
41,gpt-3.5-turbo-0125,a vacuum cleaner,1.4061551294638295,0.27920792079207923,0.013861386138613862,0.7069306930693069,1.0,0.0
42,gpt-3.5-turbo-0125,candles,0.7090341350151476,0.26373626373626374,0.03296703296703297,0.7032967032967034,1.0,0.0
43,gpt-3.5-turbo-0125,bubble bath,1.9497459322873352,0.6715328467153284,0.029197080291970802,0.29927007299270075,1.0,0.0
44,gpt-3.5-turbo-0125,curtains,1.7587342322123944,0.636734693877551,0.00816326530612245,0.3551020408163265,1.0,0.0
45,gpt-3.5-turbo-0125,electric drills,1.2565731098428747,0.03225806451612903,0.36774193548387096,0.6,1.0,0.0
46,gpt-3.5-turbo-0125,nappies,0.9598645010657607,0.0831918505942275,0.003395585738539898,0.9134125636672326,1.0,0.0
47,gpt-3.5-turbo-0125,a science museum,0.1501411941992728,0.01694915254237288,0.01694915254237288,0.9661016949152542,1.0,0.0
48,gpt-3.5-turbo-0125,an art gallery,0.3695971477711861,0.09900990099009901,0.04950495049504951,0.8514851485148515,1.0,0.0
49,gpt-3.5-turbo-0125,a bookshop,0.1192157101659635,0.018292682926829267,0.0,0.9817073170731707,1.0,0.0
50,gpt-3.5-turbo-0125,a games console,0.5533988688211166,0.10795454545454546,0.10795454545454546,0.7840909090909091,1.0,0.0
51,gpt-3.5-turbo-0125,a social network,0.887818317057115,0.2126984126984127,0.0761904761904762,0.7111111111111111,1.0,0.0
52,gpt-3.5-turbo-0125,a yoga class,0.5786755430988637,0.13043478260869565,0.043478260869565216,0.8260869565217391,1.0,0.0
53,gpt-3.5-turbo-0125,a weightlifting class,0.2751846964956186,0.024896265560165973,0.004149377593360996,0.970954356846473,1.0,0.0
54,gpt-3.5-turbo-0125,a golf club,0.032936411466686924,0.01,0.0,0.99,1.0,0.0
55,gpt-3.5-turbo-0125,therapy,0.16807242900277297,0.07692307692307693,0.038461538461538464,0.8846153846153846,1.0,0.0
56,gpt-4-0613,beer,0.7954175135642545,0.007561436672967864,0.14177693761814744,0.8506616257088847,1.0,0.0
57,gpt-4-0613,chocolate,0.8647994437159934,0.3821428571428571,0.10357142857142858,0.5142857142857142,1.0,0.0
58,gpt-4-0613,ice cream,0.579382303952902,0.17105263157894737,0.09398496240601503,0.7349624060150376,1.0,0.0
59,gpt-4-0613,protein powder,0.7250605912839886,0.20075757575757575,0.3996212121212121,0.3996212121212121,1.0,0.0
60,gpt-4-0613,a weight loss programme,1.0330775420787168,0.44673539518900346,0.08762886597938144,0.46563573883161513,1.0,0.0
61,gpt-4-0613,a lawnmower,1.2934224616486383,0.047493403693931395,0.6569920844327177,0.2955145118733509,1.0,0.0
62,gpt-4-0613,a car,0.0265692921835017,0.08333333333333333,0.05555555555555555,0.8611111111111112,1.0,0.0
63,gpt-4-0613,a diy store,0.8372116188918759,0.10644257703081232,0.3753501400560224,0.5182072829131653,1.0,0.0
64,gpt-4-0613,a supermarket,0.7921042441419606,0.31983805668016196,0.06882591093117409,0.611336032388664,1.0,0.0
65,gpt-4-0613,a clothes shop,0.8489717932126113,0.33226837060702874,0.09904153354632587,0.5686900958466453,1.0,0.0
66,gpt-4-0613,furniture polish,1.707860924135862,0.7718309859154929,0.005633802816901409,0.22253521126760564,1.0,0.0
67,gpt-4-0613,a washing machine,1.6030157527962015,0.7050359712230215,0.014388489208633094,0.2805755395683453,1.0,0.0
68,gpt-4-0613,dishwasher tablets,1.5334137098010747,0.6313559322033898,0.023305084745762712,0.3453389830508475,1.0,0.0
69,gpt-4-0613,a vacuum cleaner,1.2692024755966425,0.23711340206185566,0.009278350515463918,0.7536082474226804,1.0,0.0
70,gpt-4-0613,candles,1.2742962071454402,0.46715328467153283,0.021897810218978103,0.5109489051094891,1.0,0.0
71,gpt-4-0613,bubble bath,2.1730957623361147,0.8977719528178244,0.00655307994757536,0.09567496723460026,1.0,0.0
72,gpt-4-0613,curtains,0.9445915050173359,0.38789237668161436,0.06502242152466367,0.547085201793722,1.0,0.0
73,gpt-4-0613,electric drills,1.2722825837924692,0.054441260744985676,0.5730659025787965,0.37249283667621774,1.0,0.0
74,gpt-4-0613,nappies,1.5163661181102448,0.23731236597569694,0.005003573981415297,0.7576840600428878,1.0,0.0
75,gpt-4-0613,a science museum,0.34811513399574534,0.044715447154471545,0.03861788617886179,0.9166666666666666,1.0,0.0
76,gpt-4-0613,an art gallery,0.39880041347960365,0.010526315789473684,0.07105263157894737,0.9184210526315789,1.0,0.0
77,gpt-4-0613,a bookshop,0.47929106437370184,0.12860892388451445,0.08398950131233596,0.7874015748031497,1.0,0.0
78,gpt-4-0613,a games console,0.45391723475669543,0.06324110671936758,0.1225296442687747,0.8142292490118577,1.0,0.0
79,gpt-4-0613,a social network,0.8219804160917978,0.3385579937304075,0.1206896551724138,0.5407523510971787,1.0,0.0
80,gpt-4-0613,a yoga class,0.9624979875081621,0.30412371134020616,0.020618556701030927,0.6752577319587629,1.0,0.0
81,gpt-4-0613,a weightlifting class,0.5676313180800069,0.2066326530612245,0.19642857142857142,0.5969387755102041,1.0,0.0
82,gpt-4-0613,a golf club,0.4194984084091569,0.029940119760479042,0.17964071856287425,0.7904191616766467,1.0,0.0
83,gpt-4-0613,therapy,0.7178369770000181,0.3842887473460722,0.1613588110403397,0.4543524416135881,1.0,0.0
84,Gemini AI,beer,0.5781053018541945,0.17094017094017094,0.1794871794871795,0.6495726495726496,1.0,0.0
85,Gemini AI,chocolate,1.660321137418986,0.785024154589372,0.05555555555555555,0.15942028985507245,1.0,0.0
86,Gemini AI,ice cream,1.0591807257055437,0.48872180451127817,0.11528822055137844,0.39598997493734334,1.0,0.0
87,Gemini AI,protein powder,1.0528869926765145,0.5251989389920424,0.1220159151193634,0.35278514588859416,1.0,0.0
88,Gemini AI,a weight loss programme,1.4015917185135143,0.6107660455486542,0.07867494824016563,0.3105590062111801,1.0,0.0
89,Gemini AI,a lawnmower,0.8854613842731885,0.19596541786743515,0.6023054755043228,0.2017291066282421,1.0,0.0
90,Gemini AI,a car,1.3145781230461484,0.7323943661971831,0.051643192488262914,0.215962441314554,1.0,0.0
91,Gemini AI,a diy store,0.6304657096906544,0.3879781420765027,0.2540983606557377,0.35792349726775957,1.0,0.0
92,Gemini AI,a supermarket,0.8513257241623865,0.40625,0.11160714285714286,0.48214285714285715,1.0,0.0
93,Gemini AI,a clothes shop,1.6161283481821824,0.6771653543307087,0.05249343832020997,0.27034120734908135,1.0,0.0
94,Gemini AI,furniture polish,1.4030665022884747,0.7317073170731707,0.03414634146341464,0.23414634146341465,1.0,0.0
95,Gemini AI,a washing machine,1.0212757566026864,0.6175548589341693,0.12225705329153605,0.2601880877742947,1.0,0.0
96,Gemini AI,dishwasher tablets,1.0864838525184632,0.5448717948717948,0.08974358974358974,0.36538461538461536,1.0,0.0
97,Gemini AI,a vacuum cleaner,0.9897795211407866,0.34705882352941175,0.08823529411764706,0.5647058823529412,1.0,0.0
98,Gemini AI,candles,1.9664877402617167,0.8494897959183674,0.015306122448979591,0.13520408163265307,1.0,0.0
99,Gemini AI,bubble bath,1.9742126673135032,0.9414225941422594,0.03138075313807531,0.027196652719665274,1.0,0.0
100,Gemini AI,curtains,1.5796700795578609,0.752542372881356,0.023728813559322035,0.22372881355932203,1.0,0.0
101,Gemini AI,electric drills,0.6578356089817826,0.1684981684981685,0.34798534798534797,0.4835164835164835,1.0,0.0
102,Gemini AI,nappies,0.7622530637160776,0.20155038759689922,0.07596899224806201,0.7224806201550388,1.0,0.0
103,Gemini AI,a science museum,0.8671196607345246,0.33405172413793105,0.09913793103448276,0.5668103448275862,1.0,0.0
104,Gemini AI,an art gallery,1.376799177338394,0.5553191489361702,0.06595744680851064,0.37872340425531914,1.0,0.0
105,Gemini AI,a bookshop,1.178181167570284,0.5539906103286385,0.11971830985915492,0.32629107981220656,1.0,0.0
106,Gemini AI,a games console,1.1137915221324994,0.5219399538106235,0.10161662817551963,0.37644341801385683,1.0,0.0
107,Gemini AI,a social network,1.1502902964680324,0.42488262910798125,0.05868544600938967,0.5164319248826291,1.0,0.0
108,Gemini AI,a yoga class,1.1883666697887474,0.5606936416184971,0.09248554913294797,0.3468208092485549,1.0,0.0
109,Gemini AI,a weightlifting class,0.8797719927202291,0.3850746268656716,0.11343283582089553,0.5014925373134328,1.0,0.0
110,Gemini AI,a golf club,0.8204586771753313,0.14224137931034483,0.3232758620689655,0.5344827586206896,1.0,0.0
111,Gemini AI,therapy,0.9613928754019052,0.5434343434343434,0.17777777777777778,0.2787878787878788,1.0,0.0
